objectid_1	objectid	acreage	sqft	final_cat	type_	sector	origpkname	updatepknm	alterntnam	divname	shape_leng	globalid	created_user	created_date	last_edited_user	last_edited_date	maintenanceresponsibility	Shape__Area	Shape__Length	GlobalID_2
96	96	13.43462876	585212.4286	Neighborhood Park	NP	15	Kennard Playground	Kennard Park	Kennard Park	Schenley	3273.395351	6354bb5b-f289-4868-a4b7-04d9ceb09d7b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	5.77E-06	0.00986585	03e5708a-2565-4712-99ab-f93e20383dce
97	97	0.92300399	40206.05396	Neighborhood Park	NP	12	Kite Hill Parklet	Kite Hill Park	Kite Hill Park	Northeast	858.4577187	02503ebc-2418-4c2e-b973-7e5d809e7408	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	3.97E-07	0.002627765	97589a7d-747b-426f-8477-1c00af13eea6
98	98	1.47538734	64267.87265	Neighborhood Park	NP	12	Larimer Playground	Larimer Park	Larimer Park	Northeast	1546.479562	e2dfdfa0-07bf-44bc-b67a-987e04079b1f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	6.34E-07	0.004828967	37b267e5-f41f-4773-9602-cb5697aac85d
99	99	0.43518057	18956.46544	Neighborhood Park	NP	14	Lawn & Ophelia Playground	Lawn and Ophelia Park	Lawn and Ophelia Park	Schenley	701.5748464	1eb23da9-b4bd-4b7f-ae4b-f51bfe67db3f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.87E-07	0.0022329	8ba14bb1-14c6-4cc1-8821-a91bcc88a267
100	100	0.12453079	5424.561043	Beautification Site	BTF	10	Le Roi Rd Island	Le Roi Rd Island	Le Roi Rd Island	Eastern	541.8156915	f6aa791b-e26a-4809-8abb-6b6b83fc14cc	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	5.35E-08	0.001591696	64061874-9348-49bb-8a28-2074d23bf5c4
101	101	0.69760921	30387.85726	Beautification Site	BTF	2	Legion Memorial Park	Legion Memorial Park	Legion Memorial Park	Northern	786.6457898	8256c558-9b8e-4999-af5e-828fca9537b9	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	3.00E-07	0.002533171	482e347a-4328-42b2-9f25-f855cb9631aa
102	102	0.20970478	9134.74023	Neighborhood Park	NP	1	Leister St Parklet	Leister Street Park	Leister Street Park	Northern	410.5360479	a9d16cfe-003c-476c-8ea2-0d522202d3ea	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	9.01E-08	0.001307303	d471aace-5a25-443f-b196-6b80892bc075
103	103	0.45531521	19833.53062	Neighborhood Park	NP	5	Leolyn Parklet	Leolyn Park	Leolyn Park	Southern	617.7229284	f027a6f9-cb67-4ec2-8d03-66eb8ad658f0	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	1.95E-07	0.001973598	7455f0d8-67e7-45d1-b7b2-68e8230806ef
104	104	6.02791966	262576.1802	Neighborhood Park	NP	13	Leslie Park	Leslie Park	Leslie Park	Northeast	2066.0046	8728e9ee-a6c5-49fa-80f8-b369a26aae02	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	2.59E-06	0.00652702	28ec0354-cf35-49a7-bfef-993ea4164ef2
105	105	0.89513095	38991.904	Neighborhood Park	NP	9	Lewis Playground	Lewis Park	Lewis Park	Schenley	796.3927443	635c355b-aae2-42d7-ab29-d1d6a357bf97	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	3.84E-07	0.002483393	8f8c86bb-aed2-4c53-93f8-f0be762acb8e
106	106	1.15756859	50423.68794	Beautification Site	BTF	16	Liberty Avenue Island	Liberty Avenue Island	Liberty Avenue Island	State	2220.129118	ab150e5d-67ff-4b95-a634-3e3c5397f38b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	6th Division	4.97E-07	0.007497356	c24c5494-5e3d-456a-af3e-f567f8c72453
107	107	1.07958044	47026.52417	Public School	SCH	12	Liberty School	Liberty School	Liberty School	Eastern	862.7658247	7e29fb69-a731-4ce0-85f8-70d360271a0a	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z		4.64E-07	0.002721337	8174fc5b-79d6-46e1-a5c4-ee33eacc4d8f
108	108	0.63524447	27671.24921	Neighborhood Park	NP	8	Lincoln Place Parklet	Lincoln Place Park	Lincoln Place Park	Southern	763.196716	b4b74fc4-80c6-4534-93d5-83dcd06e43c8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.73E-07	0.002256337	65c46775-7db8-4dc4-afb8-5ab404efff06
109	109	0.16077704	7003.447979	Public School	SCH	10	Linden School	Linden School	Linden School	Eastern	348.5638821	37de6533-2203-4575-8815-945d7bde9192	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z		6.91E-08	0.001080921	439ab89f-1360-457f-9b09-31a35ae9465d
110	110	0.25679283	11185.89553	Special Use Park	SU	6	Lodge Potenza Senior Center	Lodge Potenza Senior Center	Lodge Potenza Senior Center	Western	471.6775281	8a29e613-32df-49c3-8a6c-f48f768f311f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	1.10E-07	0.001477851	0207ac31-3464-4b97-b967-67c4d36443d0
111	111	0.15293046	6661.651052	Other	OTR	3	Loraine St Tot Lot	Loraine St Park	Loraine St Tot Lot	Northern	333.3241319	bcd30104-5771-41b0-84f9-79aa9187f0e8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	1st Division	6.57E-08	0.001082422	ff0960f7-12a4-4217-8564-2c0d027072e3
112	112	6.14668577	267749.6322	Neighborhood Park	NP	9	Magee Playground	Magee Park	Magee Park	Schenley	2175.676902	45b6cc70-4efb-4c09-9430-d2401edca968	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	2.64E-06	0.006712183	6ff952ba-d8ee-448e-bf0b-55934395284c
113	113	2.30584219	100442.4859	Neighborhood Park	NP	3	Manchester Park	Manchester Park	Manchester Park	Northern	1563.269184	ce0b955c-091a-4ce4-a0bd-6f24dfe298bb	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	9.91E-07	0.005202716	13cb9e9e-b2e3-4ed9-91a3-8f087aeac33a
114	114	3.88269754	169130.3049	Neighborhood Park	NP	3	Manchester Playground	Manchester School Park	Manchester School Park	Northern	1734.433952	98a049bc-a038-4cf7-bc06-a8ab9c41582f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.31E-06	0.004859308	d6be6afa-d980-449e-96c0-0ccd56544348
115	115	0.51112629	22264.66116	Community Park	CP	16	Market Square Park	Market Square Park	Market Square Park	State	654.3900043	2135e0d3-02e0-47df-bd9c-fd24eba4397d	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	2.88E-07	0.002093505	d81a849c-299c-430b-b8ef-c1bb5f774655
116	116	2.76256705	120337.4206	Neighborhood Park	NP	2	Marmaduke Playground	Marmaduke Park	Marmaduke Park	Northern	1791.427945	273f4bbe-25d9-42a3-a546-370af99b1275	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.19E-06	0.005864235	fd30a2dd-380c-41d5-93d8-dbbc4e44fac0
117	117	0.26019683	11334.17398	Neighborhood Park	NP	2	Marshall- California Parklet	Marshall-California Park	Marshall-California Park	Northern	410.241351	983fe92d-da67-43c0-8bc3-997714b25d4d	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.12E-07	0.001327673	de4861f5-76f8-407f-9886-198d09bb389d
118	118	3.48114912	151638.8556	Neighborhood Park	NP	15	Martin Luther King Field	Martin Luther King Park	Martin Luther King Park	Schenley	1676.041091	bfb9c411-1a59-4391-b943-43f1c525cdb4	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.50E-06	0.00532266	d78b2b42-f886-48a8-96e4-2a305d74f5df
119	119	22.72821792	990041.1727	Community Park	CP	8	McBride Park	McBride Park	McBride Park	Southern	7470.062767	c5ca4ed7-b654-4d29-9e89-caba44345bf4	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	9.75E-06	0.02518543	8faf61c9-5424-43e3-96ce-e734711197c1
120	120	0.19982878	8704.541748	Neighborhood Park	NP	13	McCandless Tot Lot	McCandless Park	McCandless Park	Northeast	376.6168322	6466049c-ed79-4b4a-a7fd-eee9db4eaba5	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	8.59E-08	0.001203157	8504a9dd-6789-400f-85a0-437e7a74e7e2
121	121	8.92268342	388672.0896	Neighborhood Park	NP	4	McGonigle Playground	McGonigle Park	McGonigle Park	Western	4098.949165	96e44c78-3181-4961-8e84-b40b284bbfb6	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	3.83E-06	0.012912953	1fe303d9-51c5-4cc4-85f7-996384ff12ae
122	122	78.52803838	3420681.352	Community Park	CP	6	McKinley Park	McKinley Park	McKinley Park	Southern	17715.76597	0057c452-d431-4d76-bd57-a1f581977a5e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	3.37E-05	0.056856327	c6175ca5-2029-4866-ae60-6cf1da33a29c
123	123	1.61581181	70384.76265	Neighborhood Park	NP	3	McKnight Playground	McKnight Park	McKnight Park	Northern	1279.692453	715318ec-dbf0-4148-a625-0277f6755aab	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	6.94E-07	0.004345499	2e3a44e4-bfd0-4b51-8f96-ee6604756fa4
124	124	0.60591979	26393.86607	Beautification Site	BTF	11	McPherson Blvd Strip	McPherson Blvd Strip	McPherson Blvd Strip	Eastern	2418.068278	7b7961f7-5e49-410f-a46c-cb27d41465fc	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	2.60E-07	0.008217203	cabfb67f-4947-4218-99ac-4d91830b0fe9
125	125	32.53684368	1417304.911	Community Park	CP	10	Mellon Park	Mellon Park	Mellon Park	Eastern	7625.39938	afed3549-f340-4b7c-83dd-cee2c7b29ffe	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	1.40E-05	0.025072414	366b724b-4bfa-41a8-a564-a793b5d2605a
126	126	0.67192389	29269.00461	Beautification Site	BTF	10	Mellon Park Island	Mellon Park Island	Mellon Park Island	Eastern	744.325083	79324a1c-1ea2-4101-8abc-c0bb3353dfc8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	2.89E-07	0.00232572	d448d169-3697-4333-808c-94ff2e912620
127	127	1.40141296	61045.54842	Community Park	CP	16	Mellon Square Park	Mellon Square Park	Mellon Square Park	State	972.1956333	edbff294-ea77-46e2-be64-dcfebbf319e8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	6.02E-07	0.003120671	3176df94-d506-4f1d-a490-6249805c0092
128	128	0.07905985	3443.846953	Beautification Site	BTF	10	Monitor St and St Phil Islands	Monitor St and St Phil Islands	Monitor St and St Phil Islands	Eastern	251.9453027	8b16bb3a-205c-4812-aa9a-ad87e31e2a78	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	3.40E-08	0.000820619	24150874-61b1-4189-8c3f-1122501c143f
129	129	6.51642346	283855.406	Neighborhood Park	NP	7	Monongahela Playground	Monongahela Park	Monongahela Park	Southern	2224.842846	6d41972a-17ea-447a-8aec-792fed745308	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.80E-06	0.007014867	4b01c4b6-95a5-4dcc-8b44-f9c0b31fa82e
130	130	10.10778363	440295.0548	Community Park	CP	5	Moore Park	Moore Park	Moore Park	Southern	2752.130272	50baa3f0-758b-4bbb-98d6-3c07b42a0826	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	4.34E-06	0.009019199	b0df47f1-b15e-49cd-801b-ca50ca839d15
131	131	0.60059884	26162.08542	Beautification Site	BTF	12	Morrow Triangle	Morrow Triangle Park	Morrow Triangle	Northeast	682.9690225	074eb498-c5ce-4a44-a57e-3da9bb631f88	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	2.58E-07	0.002190068	29c867e2-b876-45a2-9e16-c14600db34cf
132	132	45.75611895	1993136.542	Regional Park	RP	6	Mt. Washington Park	Emerald View Park - Mt. Washington Park	Emerald View Regional Park (Mt. Washington Park)	Western	11386.2207	59f0daee-69f6-46e3-b6a8-f7586c78f386	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	1.97E-05	0.034918824	ad687823-6ce8-4944-8fc2-665d5ba3bc3c
133	133	0.34528415	15040.5776	Neighborhood Park	NP	4	Mutual Parklet	Mutual Park	Mutual Park	Western	629.8808315	c3ced6af-31f3-4c14-88e2-a17fe6b295e6	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	1.48E-07	0.001914368	03f1a18a-01b9-402c-97e9-d41ab4850d65
134	134	0.89138123	38828.56648	Beautification Site	BTF	12	Negley Run Blvd	Negley Run Blvd	Negley Run Blvd	Northeast	1568.619658	0d64322c-0c5d-4008-9652-0cf4c8e5075e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	3.83E-07	0.005434584	e3ec337a-809a-4c22-a21c-e13fd5e804a0
135	135	0.30517109	13293.25287	Beautification Site	BTF	12	Negley Run Strip	Negley Run Strip	Negley Run Strip	Northeast	2218.244329	8ac3fca1-8733-447b-988f-7aee4671ad77	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	1.31E-07	0.007311615	22b58912-37d2-4db1-a5f1-3eab20962bf7
136	136	0.15624247	6805.922046	Beautification Site	BTF	12	Negley-Collins Triangle	Negley-Collins Triangle	Negley-Collins Triangle	Northeast	340.7149413	6800cfe2-5d26-4f19-a71f-8e507978ad94	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	6.71E-08	0.001124146	3b69caa3-2076-48a3-b583-1d2770b10160
137	137	0.20943095	9122.812375	Neighborhood Park	NP	12	Nelson Mandela Peace Park	Nelson Mandela Peace Park	Nelson Mandela Peace Park	Northeast	380.745856	35047ae7-12cb-4117-a56d-9651d14ca53e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	9.00E-08	0.001181332	4642731a-7c1c-4a10-b9d3-e82ec286bead
138	138	0.22416144	9764.472215	Neighborhood Park	NP	14	Niagara Parklet	Niagara Park	Niagara Park	Schenley	395.3365115	590b1935-1d5d-4c5d-bd92-b1b469bc3c1c	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	9.63E-08	0.001259977	ec70c85f-b7ff-44e9-a29a-4a547266ed31
139	139	10.10921001	440357.1879	Riverfront Park	RVR	16	Northshore Riverfront Park	Northshore Riverfront Park	Northshore Riverfront Park	State	10104.37076	68640034-1684-42f3-b6ea-c292096f526e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	4.34E-06	0.035395941	adbf7053-d701-44bb-a0df-f04246fb6283
140	140	0.5692298	24795.65	Beautification Site	BTF	14	Oakland Square	Oakland Square	Oakland Square	Schenley	878.1484287	e2748b8b-a3d3-4195-9c81-58b9b2062c7c	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	2.45E-07	0.003011815	ba8f18ae-e17b-4d5b-81b9-fa48cf35f303
141	141	4.88267048	212689.126	Neighborhood Park	NP	4	Oakwood Playground	Oakwood Park	Oakwood Park	Western	3111.475531	62caf5f1-7f9e-4563-8a86-41b42ccbf634	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	2.10E-06	0.009779489	823d2329-65d1-4f57-9fe8-977d903dd152
143	143	9.27840525	404167.3325	Regional Park	RP	6	Olympia Park	Emerald View Park - Olympia Park	Emerald View Regional Park (Olympia Park)	Western	2810.162613	5217a635-cba9-4f1e-93c7-a604fc8f59e3	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	3.99E-06	0.008506068	ca430c31-6063-44f9-97ec-7ff7a3115476
144	144	2.65702462	115739.9923	Neighborhood Park	NP	7	Ormsby Playground	Ormsby Park	Ormsby Park	Southern	1549.34964	a67c8014-7b92-4125-af8e-aa51286451f2	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	1.14E-06	0.00456233	275885c4-7efc-4620-95d5-e3377313d07e
145	145	1.19745594	52161.18088	Neighborhood Park	NP	12	Osceola Parklet	Osceola Park	Osceola Park	Northeast	907.565864	975a22ed-f845-4214-964f-4d2824d17d41	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	5.15E-07	0.002889824	e2cd5067-9099-485d-ad17-84e72ca8375a
147	147	0.0900221	3921.362721	Beautification Site	BTF	14	Parkview Islands	Parkview Islands	Parkview Islands	Schenley	1353.959973	1f683a5a-8c27-4cdf-b2cb-5d8ac86be602	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	3.87E-08	0.003831792	4d3de04a-bbe6-40ea-a367-5cef676cb8b4
148	148	1.91090608	83239.06865	Neighborhood Park	NP	5	Pauline Parklet	Pauline Park	Pauline Park	Western	1481.109451	8d2ca331-e92f-4081-91f6-a991b913975d	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	8.20E-07	0.004677318	bea17be3-45d4-407f-96b4-10f2d569a1ad
149	149	4.16457163	181408.7403	Neighborhood Park	NP	11	Paulson Playground	Paulson Park	Paulson Park	Eastern	2017.612564	8180fb19-0d4a-451d-bec4-fc7decd19d52	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	1.79E-06	0.006382628	6301ddf5-7425-4159-979a-e3d86f2af972
150	150	0.02981695	1298.826364	Beautification Site	BTF	12	Penn Circle W Square	N Euclid Ave Square	N Euclid Ave Square	Northeast	194.3217402	d12831e9-bd61-4c52-ab4d-9931dd5f4f42	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	1.28E-08	0.000646301	c6882611-0f5c-4f9c-8c3a-5699853628a0
151	151	0.07362059	3206.913005	Beautification Site	BTF	12	Penn Circle W Triangle	S Euclid Ave Triangle	S Euclid Ave Triangle	Northeast	345.9054549	2a334f85-c134-4aac-8158-d03cf25f5b55	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	3.16E-08	0.001091688	69c9f972-2b80-43c1-bd9a-92ea944410df
153	153	23.40072011	1019335.368	Community Park	CP	5	Phillips Park	Phillips Park	Phillips Park	Southern	7113.212854	24cd4273-9d1a-4886-a9f1-a3c4a9d50196	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	1.00E-05	0.021309632	fb3e8f2a-6d5c-4429-9b8f-d81e5c645414
154	154	28.79862745	1254463.194	Riverfront Park	RVR	16	Point State Park	Point State Park	Point State Park	State	12943.2388	bf1a98df-8a5b-454a-a172-cb061bab8d70	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z		1.24E-05	0.042403352	576e9d43-38ed-4a7f-9ce3-a2c65df6b0d2
155	155	0.02312026	1007.118511	Beautification Site	BTF	13	Polish Hill Monument	Polish Hill Monument	Polish Hill Monument	Schenley	134.4414294	b37088bf-d7c0-401e-9d93-e5f9f85ca70b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	9.93E-09	0.000405053	f199ca15-9473-457d-a102-73222a8d8916
156	156	1.98205188	86338.17983	Regional Park	RP	6	Ream Parklet	Emerald View Park - Ream Park	Emerald View Regional Park (Ream Park)	Western	1359.156066	e532a31c-a671-42ae-98da-2ed252192a64	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	8.51E-07	0.004227719	8906cace-f432-4f8e-9cd8-8257ec99c565
157	157	0.01882552	820.0394736	Beautification Site	BTF	10	Regent Square War Memorial	Regent Square War Memorial	Regent Square War Memorial	Eastern	111.7559717	5326f0a6-c72f-47bf-83d9-e739277fda7c	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	8.09E-09	0.000358712	c5ca5f35-76e2-47ac-aef0-4499b990f298
158	158	0.46868049	20415.72233	Neighborhood Park	NP	8	Revenue Park	Roland Lockridge Community Park	Roland Lockridge Community Park	Southern	590.8410068	44bbbdf5-c2db-451c-b880-9251b8211455	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.01E-07	0.001933782	eff5035f-1d5b-4ac0-8daa-3efbf5e24c64
159	159	0.03792415	1651.975758	Beautification Site	BTF	10	Reynolds St Planting Circle	Reynolds St Planting Circle	Reynolds St Planting Circle	Eastern	144.680592	530e9f89-cd66-4416-bcfc-5427f7dd7f84	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	1.63E-08	0.000460477	d8c6ac45-86e3-416f-ab90-490f3fb0ad2f
160	160	258.7574897	11271476.25	Regional Park	RP	2	Riverview Park	Riverview Park	Riverview Park	Northern	72135.87054	bfa19f54-250b-4e8e-9898-5a8f45e003b8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	0.00011116	0.229259669	31a7e300-f599-40b8-87fc-f799b36054a6
161	161	12.31214859	536317.1926	Neighborhood Park	NP	15	Robert E Williams Park	Robert E. Williams Park	Robert E. Williams Herron Hill Park	Schenley	2850.690333	4390547d-5c60-4ce3-af1e-6850bc23786a	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	5.29E-06	0.009136965	2ebe416a-ab5d-4b0b-93de-e4dac6c70123
162	162	0.56201001	24481.15613	Neighborhood Park	NP	9	Saline St Parklet	Saline Street Green Space	Saline Street Park	Schenley	683.7836912	c9d04732-f884-4f01-b246-e63df43fedb8	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	2.41E-07	0.002172584	4b0c28a0-aac4-4615-aef5-05b311b62222
163	163	0.33779352	14714.28557	Beautification Site	BTF	10	Saline St Passive Area	Saline St Passive Area	Saline St Passive Area	Schenley	586.9332618	dddea333-de61-4d3e-82ef-0c05ef00d7be	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	1.45E-07	0.00193733	39519dde-75ca-4a75-9da7-2f655252b221
