objectid_1	objectid	acreage	sqft	final_cat	type_	sector	origpkname	updatepknm	alterntnam	divname	shape_leng	globalid	created_user	created_date	last_edited_user	last_edited_date	maintenanceresponsibility	Shape__Area	Shape__Length	GlobalID_2
18	18	2.38598403	103933.4642	Neighborhood Park	NP	11	Baxter Parklet	Baxter Park	Baxter Park	Eastern	1418.324645	73a669d2-df96-412e-b2e3-f23595df4ca4	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	1.03E-06	0.004527999	eaa9c8f5-674c-4eb2-a227-233cd855c7e7
19	19	0.25893409	11279.16916	Beautification Site	BTF	16	Bedford Strip	Bedford Strip	Bedford Strip	Schenley	1553.55959	dfea1aef-b523-4d33-af69-492304f521a0	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	1.11E-07	0.005261012	73b70587-7484-4116-adc2-3a160defa48a
20	20	0.24159761	10523.99181	Beautification Site	BTF	5	Beechview Monument	Beechview Monument	Beechview Monument	Western	444.0834903	de2ca330-1b55-483d-9403-4637822ca5e3	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	5th Division	1.04E-07	0.001359644	9e72b196-a913-457b-a163-df916c3d1fbe
21	21	0.80511429	35070.77826	Regional Park	RP	6	Bigbee Field	Emerald View Park - Bigbee Field	Emerald View Regional Park (Bigbee Field)	Southern	908.2903699	5dbd0956-a4df-4f5a-b85d-0b5928ef258e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	3.46E-07	0.003101396	f4ccdec3-328e-48a5-9b09-738b6d4e8a70
22	22	1.68346294	73331.64545	Neighborhood Park	NP	9	Blair St Parklet	Blair Street Park	Blair St. Park	Schenley	1179.308343	284d433b-7f9f-4708-83ff-c76d15c28685	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	7.23E-07	0.00355227	9fa03738-4e02-4741-b288-41f0b21a4d1d
23	23	5.8104579	253103.5459	Neighborhood Park	NP	13	Bloomfield Playground	Paul J. Sciullo II Memorial Park	Bloomfield Park	Northeast	3262.780878	4724c15b-ecec-4b4b-9b88-c709f759b98f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	2.50E-06	0.010641292	a28a77cb-e0c6-45b4-a261-9aac3b144f90
24	24	1.02277224	44551.95865	Neighborhood Park	NP	6	Bon Air Tot Lot	Bon Air Park	Bon Air Park	Southern	939.8112064	48c76f2a-fc5c-4ed8-9ab0-465403a64d69	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	4.39E-07	0.003150645	db5e78fc-217b-4f08-b1ac-6d8d3674d2a6
25	25	0.45756887	19931.70017	Neighborhood Park	NP	14	Boundary St Tot Lot	Boundary Street Park	Boundary St. Park	Schenley	604.7525384	d6781a89-d8c3-4c74-b126-ce95efd574ed	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.97E-07	0.001984842	9a4ddd5d-3a7a-4038-9bce-5f8b1d620a43
26	26	32.01044155	1394374.834	Community Park	CP	2	Brighton Heights Park	Brighton Heights Park	Brighton Heights Park	Northern	12357.09482	2ebd3497-6b22-4a86-95f4-cc01dc82048a	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.38E-05	0.03948281	ab33a10f-606e-4071-8ddd-80b575dc0360
28	28	54.36923613	2368323.926	Community Park	CP	5	Brookline Memorial Park	Brookline Memorial Park	Brookline Memorial Park	Southern	9152.841612	041dc569-0b41-4383-bed6-df92c7b07dca	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.41E-05	0.031186024	fdf48eb1-425d-4094-b5c3-fb94b22248ca
29	29	0.09355187	4075.119546	Beautification Site	BTF	5	Brookline Monument	Brookline Monument	Brookline Monument	Southern	301.2499301	db8866c6-e4e2-40cc-9b91-b6a61dbb8579	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	4th Division	4.02E-08	0.000999193	d26d828c-4b88-485b-8614-ade569ad2bc0
30	30	4.40550692	191903.8814	Neighborhood Park	NP	9	Bud Hammer Playground	Bud Hammer Park	Bud Hammer Park	Schenley	2043.237933	7af3c8fe-087a-4e37-af3e-03860275b96c	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.88E-06	0.006654951	014ab724-d81a-4eeb-901c-fcc695dc8f93
31	31	6.79009821	295776.6782	Neighborhood Park	NP	9	Burgwin Playground	Burgwin Park	Burgwin Park	Schenley	2232.759022	93e12c43-773c-47cb-82a3-91787e9bed98	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	2.92E-06	0.007246117	5f911523-96fb-4935-bd6a-71ec5bc78c06
33	33	0.4754707	20711.50357	Neighborhood Park	NP	1	Catalano Parklet	Catalano Park	Catalano Park	Northern	567.1557391	747d5630-9fcb-42d3-bd33-ba7774dee3cb	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	2.04E-07	0.001823373	a9328de5-f687-43d6-b424-bf7fd7b54ac9
34	34	6.78546893	295575.0266	Neighborhood Park	NP	11	Chadwick Rec Center	Chadwick Park	Chadwick Park	Eastern	2425.202792	ad00f128-3d9f-4bfd-93e9-98fe0d4241a4	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	2.92E-06	0.007743016	b931c2f0-0373-4c86-8875-53c3b528598f
35	35	6.14843572	267825.8602	Neighborhood Park	NP	4	Chartiers Playground	Chartiers Park	Chartiers Park	Western	2197.202504	3bd43bb8-9677-45be-8b89-7d05c1d78cf6	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	2.64E-06	0.007005611	1a372fb4-351e-499b-8a26-d1a4321f72cf
36	36	1.11317138	48489.74545	Neighborhood Park	NP	15	Cliffside Parklet	August Wilson Park	Cliffside Park	Schenley	1313.832644	764d9a2f-719c-49c2-b747-8f276149bf04	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	4.78E-07	0.004120179	a37517e3-214f-4e51-b168-21d95173fe7b
37	37	0.87432407	38085.55647	Neighborhood Park	NP	7	Cobden St Bsktbl Ct	Cobden Street Park	Cobden St. Park	Southern	825.9185083	fb470340-f4f8-460a-8a16-f16e333573d9	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	3.75E-07	0.002714243	0a6d7710-25a8-407d-bee6-2379da26beb5
38	38	4.22349565	183975.4704	Neighborhood Park	NP	1	Cowley Playground	Cowley Park	Cowley Park	Northern	1706.739715	d8f9288e-6a5e-4640-8245-97a8c6a95248	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.81E-06	0.005520818	1108adc1-b1a2-437f-99d2-ceec273ad142
39	39	0.08777817	3823.617185	Beautification Site	BTF	14	Craft Triangle	Craft Triangle	Craft Triangle	Schenley	249.4495686	ed06cbc2-d61c-453c-a61f-0b2f2aea4fac	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	3.77E-08	0.000807491	34c8c64d-7bbb-4402-9a17-dc8e6a326b64
40	40	0.34412235	14989.96971	Neighborhood Park	NP	4	Crafton Heights Tot Lot	Crafton Heights Park	Crafton Heights Park	Western	540.4619474	9fdbedd7-5f9c-4171-a8f3-abe2b238437f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	1.48E-07	0.001800227	8b54fe4f-1073-41d8-954c-a642567bab0f
41	41	0.15442394	6726.706613	Public School	SCH	11	Crescent School	Crescent School	Falson School	Eastern	345.2436547	222181fd-ed02-4c3c-819a-8dbea5c5bdea	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z		6.64E-08	0.001138828	9524e982-163c-4240-824b-7b97f5680a5f
42	42	0.29604287	12895.62737	Neighborhood Park	NP	2	Cross & Strauss Parklet	Cross and Strauss Park	Cross and Strauss Park	Northern	474.7128683	f9c675a5-8da5-4e06-a308-2cf81ad5cc8f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.27E-07	0.00147318	caeff0bf-693a-49c8-a8c4-cf55c7b4e817
43	43	1.44350667	62879.15063	Beautification Site	BTF	16	Crosstown	Crosstown	Crosstown	State	3253.178201	c67f0e1f-0472-4b30-9f55-8976660546c9	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	6th Division	6.20E-07	0.010511544	f6d49948-8233-43a3-a3dd-28a48008aec3
44	44	7.22025607	314514.3545	Neighborhood Park	NP	13	Curto Park	Frank Curto Park	Frank Curto Park	State	4947.79134	789bcaf2-11c5-4ada-82e8-e03ad3899319	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	3.10E-06	0.016917587	0f2500a6-36bf-437a-aae4-61c564e75a60
45	45	0.42852329	18666.47444	Neighborhood Park	NP	11	Dallas Parklet	Dallas Park	Dallas Park	Eastern	575.2123431	7833f211-ee2a-44e4-997d-d83ed7f19972	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	1.84E-07	0.001858144	da9d5bcc-06ec-4864-9915-58c7d5afa832
46	46	1.50196208	65425.46799	Neighborhood Park	NP	10	Davis Parklet	Davis Park	Davis Park	Eastern	1052.345323	0c5ad046-197c-4180-b444-321700e6bbf9	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	6.45E-07	0.003505723	f9e06d15-8b9a-4852-b61c-0d780389c4d4
47	47	1.09754411	47809.02123	Neighborhood Park	NP	13	Denny Parklet	Denny Park	Denny Park	State	1158.7504	8c670a48-12e6-4067-9a59-a19f53d1aeea	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	4.72E-07	0.003738024	9a611adf-a2a6-4908-8808-bf329f301927
48	48	6.53708981	284755.6319	Neighborhood Park	NP	7	Devlin Field	Devlin Field	Devlin Field	Southern	2721.869195	dd1c0a48-cb15-4324-acd9-3a88008cf1ed	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.81E-06	0.008519252	b95206c8-a0e7-4ace-8c7a-72df8485c6cc
49	49	16.42176269	715331.9828	Community Park	CP	13	Dinan Playground	Dinan Park	Dinan Park	Northeast	4324.050855	6ae57e29-f05f-4863-b819-cd72229aa471	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	6.21E-06	0.011918546	29c115f8-0319-4da5-b48a-793dee664bff
50	50	6.74568843	293842.1881	Neighborhood Park	NP	4	Dunbar Playground	Dunbar Park	Dunbar Park	Western	2666.556307	5d9753a7-660a-4015-abb1-96fb651a03cf	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	2.90E-06	0.008690723	cb99efbd-dd84-456c-89fe-06eb4873d2d9
51	51	0.80543447	35084.7254	Neighborhood Park	NP	13	Duncan Parklet	Duncan Park	Duncan Park	Northeast	765.0952221	11bb27fa-771b-4ed0-92e5-c66f27b8e336	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	3.46E-07	0.002468806	bc1e8ad0-9a72-48a6-9da2-70724c63f07f
52	52	0.47028362	20485.55465	Neighborhood Park	NP	4	East Carnegie Parklet	East Carnegie Park	East Carnegie Park	Western	573.2494265	dc099b67-b6ee-46da-bb87-4a7086b3c33a	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	2.02E-07	0.001833672	ea9600d7-1cfe-4ac3-b08a-934132896b3f
53	53	21.97894389	957402.7957	Community Park	CP	3	East Common Park	Allegheny Commons	Allegheny Commons Park	State	8643.019657	ed54111f-f829-49c1-87b0-4f0e06c2ccaa	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	2.58E-05	0.068865096	d0d7423f-df9b-4d9c-814c-3dbd355cd3b1
54	54	11.13587871	485078.8767	Community Park	CP	11	East Hills Park	East Hills Park	East Hills Park	Eastern	3990.465354	ef396672-2c4a-4eda-ae69-204f645a1602	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	4.78E-06	0.012531236	b7b25865-c912-46d7-a651-f859670188a5
55	55	1.4448592	62938.06656	Neighborhood Park	NP	12	East Liberty Park	East Liberty Park	East Liberty Park	Northeast	1034.367086	6923ce76-354b-49a4-9ce6-998975b27c1b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	6.21E-07	0.003372508	0c7d4e3d-0d3e-4447-a537-7f983763a61b
56	56	2.51002137	109336.5308	Beautification Site	BTF	12	East Liberty Strip	East Liberty Strip	East Liberty Strip	Northeast	8837.890985	8121f4fa-9924-4f9a-8873-2f401c09de85	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	1.08E-06	0.029040343	e559ed92-4096-4f41-a6b0-9737021b4313
57	57	0.00165398	72.04720192	Beautification Site	BTF	10	Edgerton Circle	Edgerton Circle	Edgerton Circle	Eastern	30.2251192	aaa0ea46-f889-43ee-92a4-8d2cb5f28154	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	7.11E-10	9.63E-05	c641c7f0-513e-4398-aed5-7374240de20b
58	58	0.85384695	37193.57297	Regional Park	RP	6	Eileen McCoy Parklet	Emerald View Park - Eileen McCoy Park	Emerald View Regional Park (Eileen McCoy Park)	Western	780.2681372	85e78b3f-6464-4be8-a756-695779735770	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	3.67E-07	0.002476535	1fb5aff4-47ec-4d55-9f0d-85b420dbb63b
59	59	0.61773159	26908.38828	Neighborhood Park	NP	7	Eleanor St Parklet	Eleanor Street Park	Eleanor Street Park	Southern	649.2105774	601181be-4c7c-482e-b656-cfa5d7602552	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	2.65E-07	0.002067269	9a300bd8-422e-4869-9e51-5ff256d2993a
60	60	2.33476802	101702.4948	Neighborhood Park	NP	12	Enright Parklet	Enright Park	Enright Park	Northeast	1394.572676	37c10cb4-aa70-4cac-9887-6221b5664713	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	1.00E-06	0.004359554	198917ba-7ee7-44ea-9446-9d79c9c55a29
61	61	0.19478741	8484.939525	Neighborhood Park	NP	4	Esplen Tot Lot	Esplen Park	Esplen Park	Western	365.8280525	3be60947-2c73-4a72-b6d0-3461abc6e3d2	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	8.37E-08	0.001175987	87c90456-39e8-4306-b57e-8da314e75ca4
62	62	3.5548621	154849.793	Neighborhood Park	NP	4	Fairywood Playground	Fairywood Park	Fairywood Park	Western	1580.617866	b14e6db3-cd9c-4ce2-9b58-aa2632b7a75f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	1.53E-06	0.005084536	6a168ac3-1823-4a57-945b-f1459893cd81
63	63	2.08455277	90803.11884	Neighborhood Park	NP	13	Fifty-Seventh St Playground	Fifty-Seventh Street Park	Fifty-Seventh Street Park	Northeast	1535.496174	31373659-cf0f-4036-9c4b-b23dc2763456	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	8.96E-07	0.004950801	038c4998-3422-46b3-affb-e3eba145938d
64	64	3.12901289	136299.8015	Neighborhood Park	NP	3	Fineview Field	Fineview Field	Fineview Field	Northern	1791.943651	21784547-a11b-4006-ad6c-9b27cf995c19	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.48E-06	0.005402575	f5a352b5-a803-4e53-bc55-ee17e07c437e
65	65	1.76196512	76751.20056	Neighborhood Park	NP	3	Fineview Playground	Fineview Park	Fineview Park	Northern	1108.511978	db4b7e9e-0652-4636-8213-593a7cfc5953	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	7.57E-07	0.003580064	43654ca8-4b0b-4feb-ad59-617efdae1277
66	66	9.47866553	412890.6705	Neighborhood Park	NP	12	Fort Pitt Playground	Fort Pitt Park	Fort Pitt Park	Northeast	3309.674188	af65aeef-0944-4a0c-936f-96ea81bec49b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	4.07E-06	0.010786652	f693b0e8-7257-4f0b-b3c5-3e73794f92c5
67	67	1.76411757	76844.96152	Neighborhood Park	NP	9	Four Mile Run Playground	Four Mile Run Park	Four Mile Run Park	Schenley	2243.357678	5add2480-4844-49fa-97f4-adba23a96075	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	7.58E-07	0.007157906	43e74d40-a2f5-42d5-8d71-63b152f74ada
69	69	4.54111261	197810.8653	Beautification Site	BTF	12	Frankstown Triangle 1 & 2	Frankstown Triangle 1 & 2	Frankstown Triangle 1 & 2	Northeast	3139.28567	732bc31d-d5bf-4d93-b8be-795a9bdeaf77	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	1.95E-06	0.009500676	1649938f-9173-412c-9b56-65486167b796
70	70	3.43396304	149583.4299	Neighborhood Park	NP	14	Frazier Playground	Frazier Park	Frazier Park	Schenley	1740.352865	f31f2520-2ab6-4e6b-8999-82166ba2e957	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.47E-06	0.005618451	32e9943e-9490-4836-b802-9911e2275f35
71	71	643.802985	28044058.03	Regional Park	RP	10	Frick Park	Frick Park	Frick Park	Eastern	75685.98977	4012cac2-c9fc-4074-8331-0c10b213ef16	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	0.000260225	0.246850462	bf1fd4a9-632d-44ec-93c6-495590e0e7e9
72	72	1.95542019	85178.10369	Neighborhood Park	NP	12	Friendship Park	Friendship Park	Friendship Park	Northeast	1901.426599	f95cbafc-dcd8-493f-8b98-89745c6434ca	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	8.40E-07	0.006684256	8558ce5c-1cad-4a56-b7f4-3e432f1afb73
73	73	3.42605537	149238.9719	Neighborhood Park	NP	1	Gardner Field	Gardner Park	Gardner Park	Northern	1857.623227	62e2d7c6-aeec-4aef-83a6-3fd1f4dcb8ee	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	1.47E-06	0.005811069	92e660fd-8fc9-4ce3-bc6b-5d55d94647c1
74	74	3.20146345	139455.7479	Neighborhood Park	NP	12	Garland Parklet	Garland Park	Garland Park	Northeast	1899.44182	57d9a24b-1e2e-45c4-b7b0-8ca0b4afb9de	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	1.38E-06	0.005876258	7ea71b0c-ee24-4ede-97d7-e21abb49c837
75	75	3.3440402	145666.391	Neighborhood Park	NP	9	Gladstone Field	Gladstone Park	Gladstone Park	Schenley	1630.119878	2f062758-efae-4329-9ae2-4a4049c76c2f	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	1.44E-06	0.00497433	dae7be7a-43b7-4fb6-bdb8-5978c29062d0
76	76	0.00106943	46.58433633	Beautification Site	BTF	10	Glen Arden Circle	Glen Arden Circle	Glen Arden Circle	Eastern	24.316377	c273533e-c3d7-41a9-ad58-cac20ff7937b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	4.59E-10	7.74E-05	01f8f208-f2c5-41b7-a2fb-6b22da8c9db6
77	77	0.00720536	313.865686	Beautification Site	BTF	10	Glen Arden Triangle	Glen Arden Triangle	Glen Arden Triangle	Eastern	69.95243577	42b935d1-085d-4ec1-951b-8c2e02bf702a	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	3.10E-09	0.000219173	64960d23-bd80-46a6-b8ca-97588ea722d0
78	78	6.14713538	267769.217	Regional Park	RP	6	Grandview Overlook	Emerald View Park - Grandview Overlook	Emerald View Regional Park (Grandview Overlook)	Western	5037.750898	e065b497-78da-4f77-b22f-ad9c13a0b5ec	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	2.64E-06	0.016584483	e8b45fb3-d9b2-4e4e-9ca8-fda1152cf3c4
79	79	33.44313348	1456782.895	Regional Park	RP	6	Grandview Park	Emerald View Park  - Grandview Park	Emerald View Regional Park (Grandview Park)	Southern	14446.49753	aeeefde8-4347-4ab7-8bdf-bc2bedd16135	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	1.44E-05	0.047473324	4add701a-a60d-40c4-83cd-7d2a398646b3
80	80	0.43052103	18753.49619	Beautification Site	BTF	16	Grant Street Islands	Grant Street Islands	Grant Street Islands	State	3596.229945	ec7791b6-034e-4e49-95d3-594550c438cf	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	6th Division	1.85E-07	0.010743174	5546d865-365c-4335-b3fd-513224334720
81	81	0.64322784	28019.0046	Neighborhood Park	NP	15	Granville Parklet	Granville Park	Granville Park	Schenley	699.5710734	eea870bf-624f-48a6-86ba-81f5b2b87dae	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	2.76E-07	0.002197122	62452509-84ce-4fa5-acd5-25f6d26d11e5
82	82	0.25857234	11263.41112	Beautification Site	BTF	14	Harris Triangle	Harris Triangle	Harris Triangle	Northeast	646.6855618	d842d827-fc4b-4451-98da-151fc35d1a76	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	3rd Division	1.11E-07	0.001880126	684f21a7-6a22-44e7-a234-c916eb7beeb0
83	83	1.26312639	55021.78573	Neighborhood Park	NP	8	Hays Parklet	Hays Park	Hays Park	Southern	1369.164479	286d8335-f1a8-402b-969d-0ede4cfcd2cc	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Southern	5.42E-07	0.004397229	49d2c0ab-b4e5-44e0-8428-d7b46e9758ce
84	84	1.30665764	56918.00662	Special Use Park	SU	9	Hazelwood Senior Center	Hazelwood Senior Center	Hazelwood Senior Center	Schenley	959.5401057	6d68e648-9a59-4a3e-a7af-2206e8e4ee32	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Schenley	5.61E-07	0.003052623	3a96a909-0633-46a0-bfa1-f3463f72ce2d
86	86	20.40661897	888912.3224	Community Park	CP	4	Hershel Playground	Herschel Park	Hershel Park	Western	5898.083258	5011c72c-2a08-418b-844d-b3dbbca6075e	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Western	8.77E-06	0.019217048	88ce2331-0574-49a4-bef1-cc2d4fca06b6
87	87	5.10805001	222506.6585	Neighborhood Park	NP	12	Heths Playground	Heth's Park	Heth's Park	Northeast	2181.061307	a6a4ac92-5a00-4af5-9f11-716e51079fea	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	2.20E-06	0.006560126	e160e754-9fdc-44a6-ae06-35cd2751202e
88	88	0.05664547	2467.476807	Beautification Site	BTF	12	Highland Ave Plant Strip	Highland Ave Plant Strip	Highland Ave Plant Strip	Northeast	361.0746153	646d5e11-0ec7-4f5b-81ad-0e50bd2bfcbe	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	2nd Division	2.43E-08	0.001243565	ffb15b04-0c7a-4972-8d02-f123b5b8beda
89	89	377.9090572	16461718.53	Regional Park	RP	12	Highland Park	Highland Park	Highland Park	Northeast	107319.6769	c9e4bd66-e2b3-4f4a-b49b-a9f1ee0688b3	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	0.00016244	0.336330489	126a1044-4c5e-49c9-add6-e07ac127c36b
90	90	2.68816501	117096.4678	Neighborhood Park	NP	11	Homewood Playground	Homewood Park	Homewood Park	Eastern	1360.908019	9296bb5e-10ce-4bb7-a855-54fe7a1c97be	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	1.16E-06	0.004348562	3dc85873-f5c5-4bb0-8adb-fedaa5ae998f
91	91	0.22122599	9636.603986	Special Use Park	SU	11	Homewood Senior Center	Homewood Senior Center	Homewood Senior Center	Eastern	410.8755945	38905c2c-76b0-4f28-8608-655f6a76897b	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Eastern	9.51E-08	0.00127013	ac1dadc2-d354-4044-b24d-ba6be0f340e5
93	93	0.0345107	1503.28594	Beautification Site	BTF	16	Jail Triangle	Jail Triangle	Jail Triangle	State	169.0067854	2193e97c-d602-446e-94a5-d37370e864ec	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	6th Division	1.48E-08	0.000568718	45b28c5e-5630-455c-a6bf-517653f5b8f3
94	94	0.5932533	25842.11376	Neighborhood Park	NP	3	Jefferson Playground	Jefferson Park	Jefferson Park	Northern	679.9377887	fbfc5a30-c277-428b-b9a3-d8fd5eb06a64	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northern	2.55E-07	0.002065658	e1504207-fce5-4612-911e-1914b4e1540a
95	95	5.41335373	235805.6885	Neighborhood Park	NP	12	Joe Natoli Playground	Joe Natoli Park	Joe Natoli Park	Northeast	2027.253454	bc75545d-28e9-4c68-b1fd-40fa6c3b3bbf	pgh.admin	2017-07-18T14:29:01.712Z	pgh.admin	2017-07-18T14:29:01.712Z	Parks - Northeast	2.33E-06	0.00651284	46598781-a720-4776-b77f-c27bfc3c7e38
